customer_id;gender;age_brackets
3388;Male;Adolescent
3394;Female;Old
3395;Female;Old
3401;Male;Middle Age
3410;Male;Adolescent
3416;Male;Middle Age
3417;Female;Old
3431;Female;Old
3434;Male;Old
3438;Male;Old
3458;Male;Old
3461;Female;Old
3463;Female;Middle Age
3467;Male;Old
3474;Male;Middle Age
3480;Male;Old
3481;Female;Old
3482;Female;Old
3485;Male;Old
3487;Female;Old
3489;Male;Adolescent
3494;Female;Middle Age
3501;Male;Adolescent
3505;Male;Old
3524;Male;Adolescent
3527;Male;Middle Age
3532;Female;Adolescent
3536;Female;Adolescent
3543;Female;Old
3545;Male;Old
3546;Male;Old
3550;Female;Old
3552;Male;Old
3556;Female;Old
3559;Female;Middle Age
3561;Female;Middle Age
3569;Female;Adolescent
3571;Male;Old
3572;Male;Old
3575;Male;Old
3582;Male;Middle Age
3587;Male;Middle Age
3589;Female;Old
3594;Female;Old
3598;Female;Old
3599;Male;Old
3603;Female;Old
3604;Male;Middle Age
3605;Male;Middle Age
3608;Male;Old
3610;Female;Adolescent
3612;Female;Old
3622;Male;Adolescent
3624;Female;Middle Age
3625;Female;Old
3626;Male;Adolescent
3634;Male;Old
3651;Male;Old
3653;Female;Old
3654;Female;Middle Age
3655;Female;Adolescent
3669;Male;Adolescent
3671;Female;Adolescent
3674;Male;Old
3684;Female;Middle Age
3689;Female;Old
3691;Male;Old
3692;Male;Adolescent
3701;Male;Old
3705;Male;Middle Age
3706;Female;Old
3708;Male;Old
3709;Female;Middle Age
3712;Female;Old
3713;Male;Old
3714;Female;Old
3717;Male;Middle Age
3719;Male;Old
3735;Male;Old
3740;Female;Middle Age
3747;Female;Old
3751;Female;Old
3759;Female;Middle Age
3761;Female;Middle Age
3762;Male;Middle Age
3765;Male;Old
3766;Female;Old
3767;Male;Adolescent
3768;Male;Middle Age
3772;Female;Adolescent
3773;Female;Middle Age
3774;Female;Old
3775;Male;Old
3776;Male;Old
3782;Female;Adolescent
3787;Female;Old
3790;Female;Middle Age
3791;Female;Middle Age
3795;Female;Old
3799;Female;Old
3802;Female;Old
3804;Male;Adolescent
3809;Male;Middle Age
3813;Male;Old
3822;Male;Old
3824;Male;Middle Age
3825;Male;Middle Age
3827;Male;Middle Age
3830;Male;Adolescent
3834;Male;Old
3844;Male;Middle Age
3847;Female;Adolescent
3848;Male;Middle Age
3860;Male;Middle Age
3866;Male;Old
3869;Male;Middle Age
3870;Male;Old
3878;Female;Adolescent
3880;Male;Adolescent
3883;Female;Middle Age
3887;Male;Old
3891;Male;Adolescent
3892;Male;Old
3895;Male;Adolescent
3901;Female;Adolescent
3907;Female;Middle Age
3910;Male;Old
3914;Male;Old
3917;Male;Adolescent
3920;Female;Old
3926;Male;Adolescent
3927;Male;Middle Age
3930;Male;Middle Age
3934;Male;Adolescent
3937;Female;Middle Age
3939;Male;Middle Age
3942;Male;Old
3952;Male;Old
3953;Male;Adolescent
3955;Female;Middle Age
3959;Male;Middle Age
3968;Female;Old
3969;Male;Old
3973;Female;Middle Age
3978;Female;Middle Age
3984;Male;Adolescent
3986;Female;Adolescent
3987;Male;Middle Age
3991;Female;Old
3992;Male;Middle Age
3993;Female;Middle Age
3995;Male;Middle Age
3999;Female;Adolescent
4000;Male;Middle Age
4008;Male;Old
4010;Male;Middle Age
4011;Female;Old
4022;Male;Adolescent
4033;Male;Middle Age
4046;Male;Old
4051;Female;Middle Age
4053;Male;Middle Age
4055;Female;Old
4057;Male;Old
4059;Male;Adolescent
4064;Male;Middle Age
4072;Female;Adolescent
4080;Female;Adolescent
4081;Male;Old
4087;Male;Middle Age
4088;Male;Middle Age
4089;Male;Adolescent
4090;Female;Middle Age
4091;Male;Old
4093;Male;Old
4094;Male;Adolescent
4100;Female;Old
4107;Male;Middle Age
4112;Male;Middle Age
4113;Female;Adolescent
4116;Male;Adolescent
4119;Male;Old
4122;Male;Middle Age
4126;Female;Middle Age
4131;Male;Old
4132;Male;Old
4139;Male;Middle Age
4141;Female;Adolescent
4144;Male;Adolescent
4146;Male;Adolescent
4147;Female;Middle Age
4152;Female;Old
4155;Male;Middle Age
4156;Male;Old
4158;Male;Middle Age
4160;Male;Middle Age
4166;Female;Old
4168;Female;Middle Age
4169;Female;Old
4173;Male;Old
4176;Male;Middle Age
4178;Female;Middle Age
4190;Male;Middle Age
4192;Female;Adolescent
4199;Male;Old
4205;Male;Old
4209;Male;Middle Age
4211;Female;Middle Age
4216;Male;Middle Age
4218;Male;Old
4224;Female;Adolescent
4225;Female;Old
4226;Female;Old
4228;Female;Adolescent
4230;Male;Middle Age
4252;Male;Middle Age
4253;Male;Middle Age
4254;Male;Middle Age
4258;Female;Adolescent
4260;Male;Adolescent
4266;Male;Old
4273;Male;Middle Age
4274;Female;Old
4275;Female;Adolescent
4278;Female;Adolescent
4282;Male;Adolescent
4287;Male;Old
4311;Female;Middle Age
4312;Male;Old
4314;Female;Middle Age
4316;Female;Middle Age
4324;Male;Old
4335;Male;Middle Age
4344;Female;Adolescent
4345;Male;Middle Age
4346;Male;Old
4354;Female;Adolescent
4356;Female;Adolescent
4360;Male;Old
4361;Female;Old
4370;Female;Old
4371;Male;Adolescent
4382;Male;Adolescent
4385;Male;Old
4386;Female;Middle Age
4387;Female;Adolescent
4388;Female;Adolescent
4391;Male;Middle Age
4394;Female;Middle Age
4395;Male;Middle Age
4396;Male;Middle Age
4397;Female;Adolescent
4400;Female;Middle Age
4401;Male;Old
4405;Male;Adolescent
4411;Male;Middle Age
4414;Female;Old
4416;Female;Adolescent
4421;Male;Old
4422;Female;Middle Age
4424;Female;Adolescent
4425;Female;Old
4426;Female;Middle Age
4429;Male;Old
4433;Female;Adolescent
4434;Male;Adolescent
4436;Male;Middle Age
4443;Female;Middle Age
4449;Male;Adolescent
4451;Male;Old
4454;Male;Old
4456;Male;Middle Age
4459;Male;Old
4469;Female;Old
4472;Male;Old
4478;Male;Old
4481;Male;Adolescent
4483;Male;Middle Age
4489;Male;Middle Age
4490;Female;Middle Age
4494;Female;Middle Age
4495;Male;Adolescent
4501;Male;Middle Age
4524;Male;Old
4525;Male;Middle Age
4527;Male;Adolescent
4528;Male;Adolescent
4529;Female;Old
4532;Female;Adolescent
4546;Male;Middle Age
4550;Male;Old
4557;Male;Old
4559;Male;Adolescent
4561;Male;Adolescent
4569;Male;Old
4573;Male;Old
4576;Female;Middle Age
4577;Female;Middle Age
4582;Female;Middle Age
4591;Male;Middle Age
4595;Male;Middle Age
4606;Male;Old
4608;Female;Adolescent
4614;Male;Middle Age
4619;Male;Middle Age
4623;Male;Adolescent
4635;Male;Adolescent
4637;Female;Middle Age
4642;Male;Middle Age
4648;Male;Old
4650;Female;Old
4655;Female;Middle Age
4659;Male;Middle Age
4665;Male;Old
4671;Female;Middle Age
4673;Female;Adolescent
4675;Female;Old
4676;Female;Old
4687;Female;Old
4690;Male;Middle Age
4707;Male;Old
4718;Male;Middle Age
4719;Female;Middle Age
4722;Male;Adolescent
4725;Male;Middle Age
4726;Male;Middle Age
4728;Male;Adolescent
4733;Male;Middle Age
4735;Female;Old
4740;Male;Middle Age
4748;Female;Old
4750;Female;Middle Age
4753;Female;Middle Age
4763;Male;Old
4768;Female;Old
4773;Male;Adolescent
4775;Female;Old
4782;Male;Middle Age
4787;Male;Middle Age
4789;Male;Middle Age
4791;Male;Adolescent
4795;Male;Old
4796;Female;Middle Age
4802;Male;Middle Age
4808;Female;Old
4809;Male;Middle Age
4811;Male;Old
4818;Male;Adolescent
4819;Male;Old
4820;Female;Middle Age
4821;Male;Old
4825;Male;Middle Age
4826;Male;Middle Age
4829;Male;Old
4830;Male;Old
4831;Female;Middle Age
4839;Male;Old
4840;Female;Middle Age
4842;Male;Middle Age
4845;Female;Old
4846;Female;Middle Age
4850;Male;Middle Age
4855;Female;Old
4857;Male;Adolescent
4858;Male;Old
4861;Male;Old
4863;Female;Old
4864;Male;Middle Age
4865;Female;Old
4867;Male;Middle Age
4868;Male;Old
4872;Male;Adolescent
4876;Female;Middle Age
4877;Male;Old
4881;Female;Old
4882;Male;Adolescent
4888;Male;Middle Age
4889;Female;Old
4902;Female;Old
4903;Female;Old
4904;Female;Middle Age
4905;Female;Old
4909;Male;Old
4913;Female;Middle Age
4914;Female;Old
4915;Female;Middle Age
4917;Female;Middle Age
4919;Male;Middle Age
4921;Male;Adolescent
4922;Female;Adolescent
4932;Female;Adolescent
4936;Female;Middle Age
4939;Male;Old
4940;Male;Middle Age
4945;Male;Middle Age
4948;Male;Adolescent
4949;Female;Old
4953;Female;Old
4957;Female;Old
4958;Female;Old
4964;Male;Middle Age
4967;Female;Middle Age
4970;Female;Old
4973;Female;Old
4974;Female;Adolescent
4978;Female;Old
4980;Male;Old
4982;Male;Middle Age
4984;Female;Old
4985;Female;Old
4995;Female;Old
4997;Male;Middle Age
4998;Male;Old
5006;Female;Old
5011;Male;Middle Age
5024;Male;Old
5026;Male;Middle Age
5030;Female;Middle Age
5035;Female;Old
5040;Male;Old
5042;Female;Adolescent
5044;Female;Adolescent
5051;Female;Middle Age
5052;Male;Middle Age
5053;Male;Middle Age
5057;Male;Old
5071;Male;Old
5075;Male;Old
5077;Male;Old
5078;Male;Adolescent
5082;Female;Middle Age
5083;Female;Old
5085;Female;Adolescent
5103;Female;Adolescent
5108;Male;Old
5114;Male;Adolescent
5115;Female;Middle Age
5117;Male;Middle Age
5121;Male;Old
5124;Female;Middle Age
5129;Female;Adolescent
5132;Female;Old
5134;Female;Adolescent
5136;Male;Old
5138;Male;Adolescent
5140;Female;Old
5145;Female;Middle Age
5149;Female;Middle Age
5158;Female;Middle Age
5159;Male;Old
5160;Female;Middle Age
5164;Male;Middle Age
5174;Male;Old
5175;Male;Old
5176;Male;Old
5177;Female;Old
5179;Female;Middle Age
5182;Female;Old
5185;Male;Old
5196;Male;Adolescent
5199;Female;Middle Age
5207;Male;Old
5209;Female;Middle Age
5210;Male;Old
5211;Male;Old
5215;Male;Old
5217;Male;Adolescent
5218;Male;Middle Age
5221;Male;Middle Age
5223;Male;Adolescent
5231;Female;Middle Age
5232;Female;Middle Age
5233;Male;Adolescent
5236;Female;Adolescent
5238;Male;Adolescent
5241;Male;Old
5245;Male;Old
5250;Male;Middle Age
5254;Male;Old
5259;Female;Middle Age
5261;Male;Old
5265;Male;Old
5266;Male;Adolescent
5270;Female;Old
5277;Male;Adolescent
5283;Male;Old
5284;Female;Old
5289;Male;Old
5292;Female;Middle Age
5295;Female;Old
5300;Male;Adolescent
5301;Male;Middle Age
5307;Male;Middle Age
5317;Male;Middle Age
